"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","Pass Yds (O)","Pass TD (O)","Int (O)","Rush Att (O)","Rush Yds (O)","Rush TD (O)","Targets (O)","Rec (O)","Rec Yds (O)","Rec TD (O)","Ret TD (O)","2-PT (O)","Fum Lost (O)","Fum Ret TD (O)","FG 0-19 (K)","FG 20-29 (K)","FG 30-39 (K)","FG 40-49 (K)","FG 50+ (K)","PAT Made (K)","Pts Allow (DT)","Sack (DT)","Int (DT)","Fum Rec (DT)","TD (DT)","Safe (DT)","Blk Kick (DT)","Ret TD (DT)","XPR (DT)","Pts Allow 0 (DT)","Pts Allow 1-6 (DT)","Pts Allow 7-13 (DT)","Pts Allow 14-20 (DT)","Pts Allow 21-27 (DT)","Pts Allow 28-34 (DT)","Pts Allow 35+ (DT)","Image"
"406.p.33746","835","Harbison","Tre","Cle","NotAvailable","NA - Concussion","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/LyD5zkpOlOUZnwaHUNWgNg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292021/33746.png"
"406.p.29654","836","Perkins","Josh","NYJ","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/UJ3sDVc8KhSiQEXBrZaqeQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/29654.png"
"406.p.33754","837","Gaither","Bailey","Bal","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/PcIlbZXUIw5_PRf1XirqkA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33754.png"
"406.p.33759","838","Seikovits","Bernhard","Ari","Available","","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/IgmWuhP1g6BgsZnAEFTD0g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08042021/33759.png"
"406.p.29666","839","Holtz","J.P.","NO","Available","","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/UIBrIBXRfP4d0uPSQW9bpQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192021/29666.png"
"406.p.33762","840","Adams Jr.","Jonathan","Det","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/su0MG4agjdlJtzD.LCggxg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33762.png"
"406.p.33765","841","Boyd","Rakeem","Det","NotAvailable","NA","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/P17XWAbMgUo9.X5Jo0IBXw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33765.png"
"406.p.33766","842","Hausmann","Jake","Sea","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Sh_g67ZfEEb9uJ3aZqiiaA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33766.png"
"406.p.33770","843","McKinley","Javon","Pit","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/rmM3AmBcmTAksajdtYmxPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33770.png"
"406.p.33771","844","Mills","Dedrick","Det","NotAvailable","NA","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/01NYHRX59XAmg83.4k10Ug--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33771.png"
"406.p.33773","845","Surratt","Sage","LAC","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/7VCLBDP.HtF0kdBvv_8L0g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33773.png"
"406.p.33780","846","Mitchell","Myron","Min","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/5Aehb0Cy_2NwwxDnLJh77Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33780.png"
"406.p.33782","847","Philyor","Whop","Min","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/1etlHhToV.8WHRcyDL8KuQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33782.png"
"406.p.33783","848","Proehl","Blake","Min","Questionable","Q - Leg","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/x71swKVnk8.QlqflkTEvWQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33783.png"
"406.p.33784","849","Rose Jr.","A.J.","LAR","Available","","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/fliNwvDunc6DlPEa8ihgvA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33784.png"
"406.p.33791","850","Poljan","Tony","Bal","Available","","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8da.wVOEHymkePhTZmwJ9g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08052021/33791.png"
"406.p.33796","851","Sylencieux","Donte","Bal","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33800","852","Vaughns","Tyler","Pit","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/7xfvFHQiO310stBnvzqswg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33800.png"
"406.p.33801","853","Guggemos","Nick","Cle","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33802","854","Blount","Jibri","Mia","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/rqRa.XFitwjpRYTeAkVxbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33802.png"
"406.p.33804","855","Bushman","Matt","KC","Available","","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/d8F7lE6c8sIKFULqxEEyLw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33804.png"
"406.p.33806","856","Groshek","Garrett","Min","NotAvailable","NA","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/hCp1R2.0e2hPHQaHXJ8puQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33806.png"
"406.p.33812","857","Stoner","Dillon","LV","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33813","858","Turner","DJ","LV","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/PTcWaiYnZhIfkswq4wZktA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33813.png"
"406.p.29719","859","Allison","Geronimo","Atl","Available","","WR","","","","","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/izIKHb2CzcXJ4r5xm81.SQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/29719.png"
"406.p.33815","860","Bahar","Kenji","Bal","NotAvailable","NA","QB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33819","861","Morris","Quintin","Buf","Available","","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/5C_MLcAR85SP85BU_SYc.Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08072021/33819.png"
"406.p.33822","862","Walker","Tre","Buf","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33826","863","Tucker","Carl","Mia","NotAvailable","NA","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/aQ8_wVP2F.mf7NeBOPwt8Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33826.png"
"406.p.33828","864","Pederson","Josh","KC","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/uun7beg8LRPzj0l_bBKMmw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33828.png"
"406.p.33830","865","Watkins Jr.","Austin","TB","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/EP9CYmEmoDRVUISqQUmgGQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33830.png"
"406.p.33835","866","Carter","Tory","Ten","Questionable","Q - Ankle","RB","","","","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vaNGKJ8S.YrV.tJWeSjohg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082021/33835.png"
"406.p.33836","867","Forristall","Miller","Cle","Questionable","Q","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33837","868","Moore","Briley","Ten","Questionable","Q - Knee - ACL","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/16WOO8F_IU9DoaTXlbnXWA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082021/33837.png"
"406.p.33841","869","Angeline","Cary","Phi","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wgp1b3aP3ZWxa9XYcg4FFg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08042021/33841.png"
"406.p.33843","870","Labelle","Bruno","Ari","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Oo5T8_KLnlOYve9VqrjZ9Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08042021/33843.png"
"406.p.33847","871","Lees","Riley","Cin","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/qhr17S0aBjKfMKQ1J5U3BQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33847.png"
"406.p.33849","872","Wells","Pro","Cin","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mYoOzAL3FxwQpbaN61ZYbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33849.png"
"406.p.33850","873","Williams Jr.","Pooka","Cin","NotAvailable","NA","WR,RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/cil0OHBFp0R.gsC4l3t5SQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33850.png"
"406.p.33855","874","Emmons","B.J.","Hou","NotAvailable","NA","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/gfoijI6FfUkHHU3j1sWoDw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33855.png"
"406.p.33858","875","Johnson","Cade","Sea","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/YuMlqj0GYJKohbgYzkn4ag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33858.png"
"406.p.33859","876","Johnson","Josh","Sea","Available","","RB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/94gH3uO9X8JVpM6.lySNBA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33859.png"
"406.p.33863","877","Terry","Tamorrion","Sea","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/HNTDKm4kCSbDs7quPwJ2Ug--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33863.png"
"406.p.33864","878","Wedington","Connor","Hou","Available","","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/.VsF9waJENCcO8ZUqbcddg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33864.png"
"406.p.33865","879","O'Grady","Cheyenne","Cin","NotAvailable","NA","TE","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/z.adR2aJUxNn.zCIdgz4UQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33865.png"
"406.p.33872","880","Simmons Jr.","T.J.","TB","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ei_AnSGPmP0V8mCsIzMw7Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08162021/33872.png"
"406.p.33875","881","Hazelton","Damon","Hou","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/E9guQsWFqiT_6G2UQzwyxg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302021/33875.png"
"406.p.33879","882","Buechele","Shane","KC","Available","","QB","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/WJOYbOG6q8XYUCMq_s5XBQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33879.png"
"406.p.33885","883","Ausbon","Jhamon","Phi","NotAvailable","NA","WR","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/n7t_wRMg7Y.YUoraQ1XT6w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08162021/33885.png"
